title,estateType,expireAfter,project,province,district,ward,street,numberOfRoom,description,image,detail,price,area,contact,transaction,addressDetail,lat,lng
"
Biệt thự biển Cam Ranh Mystery Villas hàng chủ đầu tư chiết khấu 19% - LH 0932 720 396
",3,365,,6,82,,,,"
Biệt thự nghỉ dưỡng Nha Trang view biển Bãi Dài, cam kết lợi nhuận cho thuê 5 năm.- Vận hành khai thác cho thuê: Wyndham Garden - lợi nhuận ít nhất 8%/ Năm.- Hàng trực tiếp Chủ đầu tư còn duy nhất 3 căn - Giá chỉ 9 tỷ/căn full nội thất chi tiết cao cấp.- Call/zalo/viber: Em Hương 0932 720 396.Đặc biệt: Có hoa hồng cho người giới thiệu.- Cam kết lợi nhuận 8%/năm/tổng giá trị sản phẩm (không bao gồm VAT).- Cam Ranh Mystery - sở hữu lâu dài.- 100% biệt thự có hồ bơi riêng biệt và view biển.- Hồ bơi nước mặn tràn bờ rộng 1260m2 và sở hữu bãi tắm riêng.- Các biệt thự được thiết kế theo chuẩn resort cao cấp.- 5 phút đến sân bay Quốc tế Cam Ranh, 30 phút đến Nha Trang.- Liền kề khu resort 5 sao đã đi vào hoạt động.- Nhận ngay 5 chỉ vàng khi mua sản phẩm trong tuần lễ vàng.* Đăng ký nhận bảng giá chi tiết, tham quan dự án.- Ký hợp đồng và thanh toán trong vòng 12 tháng.* Nhận bàn giao biệt thự quý 2/2020.- Giảm ngay 19% khi ký hợp đồng mua bán.* Thanh toán ngay 2 năm tiền khai thác cho thuê (tương đương 16% giá trị biệt thự).- Ngân hàng TPBank bảo lãnh 50% trong 10 năm.Đặc biệt: Tham quan dự án và trải nghiệm nghỉ dưỡng resort 5* hoàn toàn miễn phí.LH: 0932 720 396 Em Hương.* Đặc biệt khách gửi bán một số căn biệt thự giá tốt.Trân trọng cảm ơn quý anh/chị đã xem tin!
",https://file4.batdongsan.com.vn/resize/745x510/2020/02/08/20200208151610-e2a3_wm.jpg,,9000,240,,6,,11.9478235244751,109.247467041016
"
Hiệp Thành 13, nhà cấp 4, đẹp, giá rẻ
",1,365,,1,13,,,1,"
* Nhà bán: Nhà cấp 4 cũ, Phường Hiệp Thành Q12, nhà mới, có giếng trời nên rất thoáng.* Vị trí đẹp: Đường Hiệp Thành 13 (30m là ra đường Hiệp Thành 13).* Bán kính 500m đầy đủ tiện ích như trường, trạm và chợ.* DT 4,15x15m.* Sổ hồng riêng, mới, sang tên lúc nào cũng được, nhà trống.* Giá: 2 tỷ 630 tr (thương lượng nhẹ, chính chủ đăng bán, có hoa hồng cho anh/chị em môi giới, không tiếp quảng cáo, bảo hiểm... ).
",https://file4.batdongsan.com.vn/resize/745x510/2020/04/15/20200415135019-4f0f_wm.jpeg,,2630,62.25,,6,,10.8843152785604,106.636021882296
"
Bán gấp căn 3 phòng ngủ Novaland, đường Hòa Bình - giá 3.3tỷ, diện tích 84m2. LH 0973016838
",2,365,,1,23,,,3,"
Cần bán căn hộ 3 phòng ngủ dự án RichStar-Novaland - đường Hòa BìnH -Tô HiệuDiện tích: 84m2.Giá: 3.3tỷ. View nội khu HỒ BƠINhà hoàn thiện cơ bản..Chung cư cao cấp đầy đủ tiện ích: Gym, hồ bơi, công viên, khu vui chơi cho trẻ...Liên hệ: 0973 01 68 38.
",https://file4.batdongsan.com.vn/resize/745x510/2019/08/09/20190809153041-0e4a_wm.jpg,,3300,84,,6,,10.7723159790039,106.625511169434
"
Bán Nhà Góc 2MT Khu Bàn Cờ hẻm 12m Cây Trâm p9 Gò Vấp 5x 17 Trệt 3 Lầu Giá 7 tỷ TL LH 935815862
",4,365,,1,6,,,,"
* Nhà Cách MT đường 50m, hẻm 12m 1 trực , vị trí thông thoáng , hẻm thông bàn cờ. * Kết cấu : Trệt 3 lầu xây kiên cố. * Nhà Góc 2MT tuyệt đẹp không lộ giới, hẻm hông 6m. * Giá chỉ : 7 tỷ TL. * LH : 935815862 xem nhà. 
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509141659-32e8_wm.jpg,,7000,85,,6,,10.8171242,106.6950742
"
Bán gấp CHCC Dương Nội rộng 86m2, nội thất rồi, giá 1 tỷ 300tr. LH 0329509999
",2,365,,2,34,,,2,"
Không có nhu cầu ở nên cần bán CHCC Dương Nội rộng 86m2 thiết kế 2 phòng ngủ, 2WC.Nhà đã làm đầy đủ NT: tủ bếp trên dưới + bếp điện + hút mùi, 03 bình nóng lạnh, 02 giường, 02 tủ quần áo...02 điều hòa , thiết bị wc cao cấp ToTo.Giá bán 1 tỷ 300tr. Sổ đỏ chính chủ.Liên hệ xem nhà Mr Phi: 0329509999.
",https://file4.batdongsan.com.vn/resize/745x510/2019/07/18/20190718175851-ae2f_wm.jpg,,1300,86,,6,,20.983570098877,105.772262573242
"
Bán gấp căn hộ 2 phòng ngủ Novaland, đường Hòa Bình - giá 2.5 tỷ, diện tích 53m2. LH 0973016838
",2,365,,1,23,,,2,"
Tôi cần bán căn hộ 2 phòng ngủ Richstar - Novaland đường Hòa Bình - Tô Hiệu.Gần công viên Đầm Sen, đường Âu Cơ, Lũy Bán Bích.Tiện ích cao cấp hồ bơi hơn 1200m2, gym, công viên vui chơi trẻ em,...Giao hoàn thiện cơ bản.Diện tích: 53m2.Giá: 2.5 tỷ.LH: 0973 01 68 38.
",https://file4.batdongsan.com.vn/resize/745x510/2019/09/12/20190912090032-832b_wm.jpg,,2500,53,,6,,10.7723159790039,106.625511169434
"
Cần bán gấp nhà Nguyễn Văn Lượng, P17, Gò Vấp, DT 8x20m, 8 phòng, TN 20 triệu/tháng, LH 0908282445
",1,365,,1,6,,,,"
Chính chủ cần bán gấp: Nguyễn Văn Lượng, Phường 17, Gò Vấp.- Diện tích đất lớn 8x20m gồm 8 phòng trọ, đang cho thuê hết tổng thu nhập 20 triệu/tháng.- Vị trí hẻm xe hơi đối diện siêu thị Lotte Mart, hẻm thông tứ hướng, dân cư sạch sẽ an ninh.- Mua cho thuê giữ tiền hoặc xây nhà lớn, làm căn hộ dịch vụ, phòng trọ,...Giá bán nhanh 7.9 tỷ thương lượng (có giá cực tốt cho khách mua công chứng nhanh).Liên hệ: 0908282445 để thương lượng chính chủ.
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/04/20200304145712-5275_wm.jpg,,7900,160,,6,,10.8385751,106.6761457
"
Góc Hoàng Sa 12x21m, GPXD hầm lửng 10 lầu, 50.5 tỷ, 0907.340.198 bình minh
",4,365,,1,10,,,,"
Tôi cần bán nhà mặt tiền Hoàng Sa, phường Đa Kao, quận Nhất.- Mặt tiền đường 60m là view ven sông Hoàng Sa - Trường Sa một cung đường đẹp bậc nhất của quận Nhất.- Diện tích: 12x20m. CN 233m2.- Kết cấu: Cấp 4.- Giá 50 tỷ 500 tr.- Pháp lý sổ hồng chính chủ.- Vị trí đẹp, khu mua bán nhộn nhịp gần các trung tâm thương Mại Vincom, Emart, D-One, Cityland Garden, di chuyển thuận lợi vào trung tâm và sân bay.- LH: 0907.340.198 Bình Minh.
",https://file4.batdongsan.com.vn/resize/745x510/2019/05/18/20190518084929-2a38_wm.jpg,,50500,233,,6,,10.792583,106.7000018
"
Căn góc 2 Mặt tiền đường 10m gần Phạm Văn Bạch (4.5m*15m) - Nhà mới 2.5 tầng - Chỉ hơn 8 tỷ
",4,365,,1,22,,,,"
Gia đình chuyển về Bắc cần bán căn nhà 2 Mặt tiền kinh doanh gần Phạm Văn Bạch phường 15 quận Tân Bình Diện tích: 4.5m x 15mThực tế 4.65m x 15m nở hậu 5m, sử dụng ~70m2 Đường trước nhà 10m, vỉa hè 3m. Đường thông, gần chợ, sân Gofl Nhà mới 2.5 tầng, nội thất cổ điển Vị trí kinh doanh, làm V.phòng, cho thuê khai thai đều ổn Giá: 8.5 tỷ thương lượng với khách thiện chíVui lòng Lh Phan Thành. Tel: 0911 53 0101
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509141547-3d69_wm.jpg,,8500,70,,6,,10.825524,106.6403064
"
Hiệp Thành 13, nhà cấp 4, đẹp, giá rẻ
",1,365,,1,13,,,1,"
* Nhà bán: Nhà cấp 4 cũ, Phường Hiệp Thành Q12, nhà mới, có giếng trời nên rất thoáng.* Vị trí đẹp: Đường Hiệp Thành 13 (30m là ra đường Hiệp Thành 13).* Bán kính 500m đầy đủ tiện ích như trường, trạm và chợ.* DT 4,15x15m.* Sổ hồng riêng, mới, sang tên lúc nào cũng được, nhà trống.* Giá: 2 tỷ 630 tr (thương lượng nhẹ, chính chủ đăng bán, có hoa hồng cho anh/chị em môi giới, không tiếp quảng cáo, bảo hiểm... ).
",https://file4.batdongsan.com.vn/resize/745x510/2020/04/15/20200415135019-4f0f_wm.jpeg,,2630,62.25,,6,,10.8843152785604,106.636021882296
"
Bán gấp căn 3 phòng ngủ Novaland, đường Hòa Bình - giá 3.3tỷ, diện tích 84m2. LH 0973016838
",2,365,,1,23,,,3,"
Cần bán căn hộ 3 phòng ngủ dự án RichStar-Novaland - đường Hòa BìnH -Tô HiệuDiện tích: 84m2.Giá: 3.3tỷ. View nội khu HỒ BƠINhà hoàn thiện cơ bản..Chung cư cao cấp đầy đủ tiện ích: Gym, hồ bơi, công viên, khu vui chơi cho trẻ...Liên hệ: 0973 01 68 38.
",https://file4.batdongsan.com.vn/resize/745x510/2019/08/09/20190809153041-0e4a_wm.jpg,,3300,84,,6,,10.7723159790039,106.625511169434
"
Bán Nhà Góc 2MT Khu Bàn Cờ hẻm 12m Cây Trâm p9 Gò Vấp 5x 17 Trệt 3 Lầu Giá 7 tỷ TL LH 935815862
",4,365,,1,6,,,,"
* Nhà Cách MT đường 50m, hẻm 12m 1 trực , vị trí thông thoáng , hẻm thông bàn cờ. * Kết cấu : Trệt 3 lầu xây kiên cố. * Nhà Góc 2MT tuyệt đẹp không lộ giới, hẻm hông 6m. * Giá chỉ : 7 tỷ TL. * LH : 935815862 xem nhà. 
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509141659-32e8_wm.jpg,,7000,85,,6,,10.8171242,106.6950742
"
Bán gấp CHCC Dương Nội rộng 86m2, nội thất rồi, giá 1 tỷ 300tr. LH 0329509999
",2,365,,2,34,,,2,"
Không có nhu cầu ở nên cần bán CHCC Dương Nội rộng 86m2 thiết kế 2 phòng ngủ, 2WC.Nhà đã làm đầy đủ NT: tủ bếp trên dưới + bếp điện + hút mùi, 03 bình nóng lạnh, 02 giường, 02 tủ quần áo...02 điều hòa , thiết bị wc cao cấp ToTo.Giá bán 1 tỷ 300tr. Sổ đỏ chính chủ.Liên hệ xem nhà Mr Phi: 0329509999.
",https://file4.batdongsan.com.vn/resize/745x510/2019/07/18/20190718175851-ae2f_wm.jpg,,1300,86,,6,,20.983570098877,105.772262573242
"
Bán gấp căn hộ 2 phòng ngủ Novaland, đường Hòa Bình - giá 2.5 tỷ, diện tích 53m2. LH 0973016838
",2,365,,1,23,,,2,"
Tôi cần bán căn hộ 2 phòng ngủ Richstar - Novaland đường Hòa Bình - Tô Hiệu.Gần công viên Đầm Sen, đường Âu Cơ, Lũy Bán Bích.Tiện ích cao cấp hồ bơi hơn 1200m2, gym, công viên vui chơi trẻ em,...Giao hoàn thiện cơ bản.Diện tích: 53m2.Giá: 2.5 tỷ.LH: 0973 01 68 38.
",https://file4.batdongsan.com.vn/resize/745x510/2019/09/12/20190912090032-832b_wm.jpg,,2500,53,,6,,10.7723159790039,106.625511169434
"
Cần bán gấp nhà Nguyễn Văn Lượng, P17, Gò Vấp, DT 8x20m, 8 phòng, TN 20 triệu/tháng, LH 0908282445
",1,365,,1,6,,,,"
Chính chủ cần bán gấp: Nguyễn Văn Lượng, Phường 17, Gò Vấp.- Diện tích đất lớn 8x20m gồm 8 phòng trọ, đang cho thuê hết tổng thu nhập 20 triệu/tháng.- Vị trí hẻm xe hơi đối diện siêu thị Lotte Mart, hẻm thông tứ hướng, dân cư sạch sẽ an ninh.- Mua cho thuê giữ tiền hoặc xây nhà lớn, làm căn hộ dịch vụ, phòng trọ,...Giá bán nhanh 7.9 tỷ thương lượng (có giá cực tốt cho khách mua công chứng nhanh).Liên hệ: 0908282445 để thương lượng chính chủ.
",https://file4.batdongsan.com.vn/resize/745x510/2020/03/04/20200304145712-5275_wm.jpg,,7900,160,,6,,10.8385751,106.6761457
"
Góc Hoàng Sa 12x21m, GPXD hầm lửng 10 lầu, 50.5 tỷ, 0907.340.198 bình minh
",4,365,,1,10,,,,"
Tôi cần bán nhà mặt tiền Hoàng Sa, phường Đa Kao, quận Nhất.- Mặt tiền đường 60m là view ven sông Hoàng Sa - Trường Sa một cung đường đẹp bậc nhất của quận Nhất.- Diện tích: 12x20m. CN 233m2.- Kết cấu: Cấp 4.- Giá 50 tỷ 500 tr.- Pháp lý sổ hồng chính chủ.- Vị trí đẹp, khu mua bán nhộn nhịp gần các trung tâm thương Mại Vincom, Emart, D-One, Cityland Garden, di chuyển thuận lợi vào trung tâm và sân bay.- LH: 0907.340.198 Bình Minh.
",https://file4.batdongsan.com.vn/resize/745x510/2019/05/18/20190518084929-2a38_wm.jpg,,50500,233,,6,,10.792583,106.7000018
"
Căn góc 2 Mặt tiền đường 10m gần Phạm Văn Bạch (4.5m*15m) - Nhà mới 2.5 tầng - Chỉ hơn 8 tỷ
",4,365,,1,22,,,,"
Gia đình chuyển về Bắc cần bán căn nhà 2 Mặt tiền kinh doanh gần Phạm Văn Bạch phường 15 quận Tân Bình Diện tích: 4.5m x 15mThực tế 4.65m x 15m nở hậu 5m, sử dụng ~70m2 Đường trước nhà 10m, vỉa hè 3m. Đường thông, gần chợ, sân Gofl Nhà mới 2.5 tầng, nội thất cổ điển Vị trí kinh doanh, làm V.phòng, cho thuê khai thai đều ổn Giá: 8.5 tỷ thương lượng với khách thiện chíVui lòng Lh Phan Thành. Tel: 0911 53 0101
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509141547-3d69_wm.jpg,,8500,70,,6,,10.825524,106.6403064
"
Chính chủ gửi bán biệt thự song lập Lavila, DT 316m2, thô, Tây Bắc, góc, 18.6 tỷ, LH: 0901072666
",3,365,,1,8,,,,"
Chính chru gửi bán biệt thự song lập Lavila Kiến Á Nhà Bè.- Diện tích: 316m2.- Nhà thô.- Căn góc.- Pháp lý: Sang tên trực tiếp chủ đầu tư.- Giá bán 18.9 tỷ. căn góc bao thuế phí- Căn thường: 18.6 tỷ bao thuế phíLiên hệ xem nhà: 0901072666 - 0988559494 công ty Sài Gòn Land (số 38 đường 7, khu Lavila giai đoạn 2).
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509141646-760d_wm.jpg,,18900,316,,6,,10.6912498474121,106.721214294434
"
Cần sang lại căn nhà hẻm 15 đường Vũ Huy Tấn, Phường 3, Quận Bình Thạnh
",1,365,,1,3,,,,"
TÔI CẦN SANG LẠI CĂN NHÀ HẺM 15 ĐƯỜNG VŨ HUY TẤN P3 Q, BÌNH THẠNH,- Diện tích: 46m2 (Hẻm xe hơi 4m)- Kết cấu nhà 1 trệt,1 lửng, 2 lầu 1 sân thượng: 3 PN,  4 WC, bếp - Vị trí đẹp, hẻm đối diện bệnh viện Bình Thạnh,Đi ra Cầu Bông,Q1 chỉ 5p,Cách bờ kè Hoàng Sa 100m,gần cầu Hoàng Hoa Thám, Xung quanh tiện ích dịch vụ đầy đủ,- Khu phố an ninh, hàng xóm thân thiên.Tiện cho A/C mua về để ở hoặc làm văn phòng- Giá tôi bán là 7,7 tỷLiên hệ xem nhà: 0906.735.919 gặp Chị Nhi
",https://file4.batdongsan.com.vn/resize/745x510/2020/05/09/20200509141635-d3c0_wm.jpg,,7700,46,,6,, 10.7986002378859190,106.6929621237639800
"
Bán mặt bằng kinh doanh sầm uất tại Nguyễn Lương Bằng - giá 65tr/m2, LH 0932 720 396
",8,365,,1,19,,,,"
- Chính chủ cần bán mặt bằng kinh doanh đường Nguyễn Lương Bằng.- Vị trí đẹp thuận tiện kinh doanh cafe, nhà hàng, spa...- Tổng diện tích 139m2 (gồm 1 trệt 1 lầu).- Giá bán 65 triệu/m2.- Thanh toán trong vòng 12 tháng.- Đặc biệt: Cuối năm 2020 nhận bàn giao đưa vào khai thác sử dụng dinh doanh.LH: 0932 720 396 em Hương để làm việc tiếp và đi xem thực tế.
",https://file4.batdongsan.com.vn/resize/745x510/2020/02/24/20200224165058-572e_wm.jpg,,9035,139,,6,,10.7153304,106.7300276
"
Chính chủ bán căn góc 69m2 2PN view Landmark 81, thanh toán theo tiến độ CĐT Hưng Thịnh, 0918097397
",2,365,,1,24,,,2,"
Vị trí: Phường Trường Thọ, Quận Thủ Đức, TP. HCM.Diện tích khu đất: 14.852,6m2.Số block: 03 block.Số tầng cao: 21 tầng.Số tầng hầm: 01 tầng (thông 3 block).Tổng số căn hộ: 939 căn (diện tích từ 49,3 - 90,68m2).Tổng số lô văn phòng: 105.Tổng số căn trệt thương mại: 28 căn.Số tầng thương mại: 05 tầng.Diện tích căn hộ: 69m2.Thiết kế 2 Phòng Ngủ + 2 WC.Nhận nhà cuối năm 2020.Bàn giao hoàn thiện nội thất cao cấp nhập khẩu.Tiến độ thi công dự án: Http://www.lavitacharm.com.vn/tien-do.htmlAc quan tâm vui lòng liên hệ: 0918097397.
",https://file4.batdongsan.com.vn/resize/745x510/2020/02/04/20200204151509-5767_wm.jpg,,0,69,,6,,10.8267154693604,106.756912231445
"
Tôi cần bán căn 2 phòng ngủ Richstar, đường Hòa Bình, diện tích 53m2, gía 2.5tỷ, LH: 0973016838
",2,365,,1,23,,,2,"
Tôi cần bán căn hộ 2 phòng ngủ Richstar - Novaland, 278 đường Hòa Bình.Diện tích: 53m2, 2 phòng ngủ, 1 toilet.Nhà hoàn thiện cơ bản.Giá 2.5 tỷ.Liên hệ: 0973 01 68 38.
",https://file4.batdongsan.com.vn/resize/745x510/2019/07/29/20190729085436-b864_wm.jpg,,2500,53,,6,,10.7723159790039,106.625511169434
